City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,avera,33.194,-82.5271,10.73,93,73,2.23,US,1670048720
1,bandarbeyla,9.4942,50.8122,26.93,61,6,9.18,SO,1670048721
2,ushuaia,-54.8,-68.3,4.81,65,75,2.06,AR,1670048721
3,bluff,-46.6,168.3333,12.85,77,100,11.84,NZ,1670048722
4,lebu,-37.6167,-73.65,12.97,93,88,2.68,CL,1670048723
5,nouadhibou,20.931,-17.0347,15.99,94,40,6.17,MR,1670048724
6,gopalpur,19.2667,84.9167,26.93,64,7,3.24,IN,1670048724
7,petropavlovsk-kamchatskiy,53.0452,158.6483,-13.67,85,40,1.0,RU,1670048725
8,clyde river,70.4692,-68.5914,-19.87,77,100,4.12,CA,1670048726
9,lujan,-34.5703,-59.105,18.86,91,6,2.2,AR,1670048729
10,nara,34.6851,135.8049,14.16,34,21,1.93,JP,1670048730
11,port elizabeth,-33.918,25.5701,20.61,76,75,7.72,ZA,1670048731
12,nivala,63.9167,24.9667,-6.29,98,84,1.58,FI,1670048590
13,kralendijk,12.15,-68.2667,23.99,88,40,5.14,BQ,1670048731
14,cape town,-33.9258,18.4232,18.95,60,20,6.69,ZA,1670048732
15,saskylakh,71.9167,114.0833,-18.53,97,100,4.54,RU,1670048732
16,vaini,-21.2,-175.2,28.09,83,40,3.6,TO,1670048733
17,mataura,-46.1927,168.8643,14.26,67,96,2.25,NZ,1670048733
18,hilo,19.7297,-155.09,24.04,96,100,1.54,US,1670048634
19,sao filipe,14.8961,-24.4956,22.04,63,100,2.34,CV,1670048734
20,komsomolskiy,40.4272,71.7189,3.4,75,100,0.0,UZ,1670048734
21,biritiba-mirim,-23.5698,-46.0407,20.88,95,100,1.03,BR,1670048735
22,severo-kurilsk,50.6789,156.125,-3.88,71,88,10.63,RU,1670048639
23,hofn,64.2539,-15.2082,4.9,66,5,5.11,IS,1670048736
24,kodiak,57.79,-152.4072,-6.27,79,0,2.06,US,1670048736
25,ukiah,39.1502,-123.2078,4.8,88,0,0.0,US,1670048737
26,kapaa,22.0752,-159.319,26.18,89,100,3.09,US,1670048591
27,rikitea,-23.1203,-134.9692,23.61,71,61,6.06,PF,1670048697
28,constitucion,-35.3333,-72.4167,13.21,78,1,3.34,CL,1670048696
29,lorengau,-2.0226,147.2712,28.24,74,100,1.77,PG,1670048738
30,san patricio,28.017,-97.5169,19.4,95,63,1.78,US,1670048738
31,barpali,21.2,83.5833,27.01,40,0,1.12,IN,1670048739
32,hobyo,5.3505,48.5268,27.7,64,69,7.92,SO,1670048740
33,kaeo,-35.1,173.7833,17.51,68,14,1.83,NZ,1670048740
34,dikson,73.5069,80.5464,-16.52,98,98,1.96,RU,1670048741
35,mountain home,43.133,-115.6912,-5.29,68,0,5.66,US,1670048741
36,butaritari,3.0707,172.7902,27.6,72,38,7.71,KI,1670048741
37,east london,-33.0153,27.9116,22.52,49,20,9.77,ZA,1670048742
38,leshukonskoye,64.8989,45.7622,-13.06,98,100,1.61,RU,1670048742
39,cabo san lucas,22.8909,-109.9124,24.17,83,14,2.27,MX,1670048470
40,saint-philippe,-21.3585,55.7679,28.77,73,47,2.76,RE,1670048743
41,klyuchi,52.2667,79.1667,-17.79,89,33,1.69,RU,1670048743
42,mar del plata,-38.0023,-57.5575,14.37,93,0,4.02,AR,1670048505
43,atuona,-9.8,-139.0333,25.7,76,35,8.86,PF,1670048502
44,chase,50.8165,-119.6857,-10.51,99,97,0.89,CA,1670048744
45,uglich,57.5275,38.3317,-12.05,91,100,3.16,RU,1670048745
46,cabrero,-37.0333,-72.4,12.88,68,26,2.62,CL,1670048745
47,kyabe,9.4515,18.9449,25.89,29,91,1.48,TD,1670048745
48,adre,13.4667,22.2,20.89,23,1,7.75,TD,1670048746
49,hobart,-42.8794,147.3294,28.48,55,0,10.29,AU,1670048746
50,busselton,-33.65,115.3333,25.51,48,89,7.12,AU,1670048747
51,ahipara,-35.1667,173.1667,16.8,63,3,3.51,NZ,1670048747
52,kaitangata,-46.2817,169.8464,15.74,58,100,2.02,NZ,1670048748
53,mungeli,22.0667,81.6833,26.58,40,1,1.05,IN,1670048748
54,northam,51.0333,-4.2167,6.33,74,59,7.74,GB,1670048749
55,pisco,-13.7,-76.2167,17.03,88,2,1.54,PE,1670048705
56,bredasdorp,-34.5322,20.0403,15.79,57,98,3.0,ZA,1670048749
57,koutsouras,35.0339,25.9469,15.62,81,99,2.17,GR,1670048750
58,koson,39.0375,65.585,4.18,28,10,1.58,UZ,1670048750
59,arica,-18.475,-70.3042,16.13,67,0,2.06,CL,1670048569
60,qaanaaq,77.484,-69.3632,-4.23,68,100,6.55,GL,1670048751
61,upernavik,72.7868,-56.1549,1.92,79,100,17.08,GL,1670048751
62,nioro,13.35,-15.75,18.57,55,91,2.06,GM,1670048752
63,joensuu,62.6012,29.7632,-6.73,93,75,2.06,FI,1670048752
64,taoudenni,22.6783,-3.9836,18.09,25,0,3.35,ML,1670048753
65,port alfred,-33.5906,26.891,20.1,67,19,4.47,ZA,1670048753
66,livadiya,42.8692,132.6764,-0.04,46,81,10.38,RU,1670048754
67,poli,-3.3333,36.8,20.15,78,40,0.0,TZ,1670048754
68,hasaki,35.7333,140.8333,14.05,63,88,1.53,JP,1670048754
69,arraial do cabo,-22.9661,-42.0278,23.06,91,100,11.11,BR,1670048755
70,albany,42.6001,-73.9662,4.8,60,100,0.45,US,1670048470
71,castro,-24.7911,-50.0119,16.38,94,84,1.53,BR,1670048755
72,bilokurakyne,49.5341,38.7307,-4.21,76,96,6.96,UA,1670048756
73,tasiilaq,65.6145,-37.6368,1.09,82,100,8.39,GL,1670048757
74,khurba,50.4072,136.8819,-14.61,89,100,2.2,RU,1670048757
75,san ramon,37.7799,-121.978,7.93,84,0,2.06,US,1670048592
76,usinsk,65.9939,57.5281,-15.12,97,98,3.83,RU,1670048758
77,barrow,71.2906,-156.7887,-0.99,93,100,10.8,US,1670048758
78,shestakovo,56.4915,103.96,-17.13,89,100,3.94,RU,1670048759
79,tshikapa,-6.4167,20.8,22.23,86,76,0.55,CD,1670048761
80,beloha,-25.1667,45.05,29.09,56,99,1.71,MG,1670048762
81,veraval,20.9,70.3667,27.17,43,74,1.96,IN,1670048762
82,bubaque,11.2833,-15.8333,26.19,63,74,4.26,GW,1670048763
83,puerto ayora,-0.7393,-90.3518,19.75,95,83,1.34,EC,1670048763
84,dukat,62.55,155.55,-23.86,91,88,2.68,RU,1670048764
85,alice springs,-23.7,133.8833,35.75,9,2,7.2,AU,1670048739
86,ponta do sol,32.6667,-17.1,16.35,63,12,3.86,PT,1670048711
87,mana,5.6592,-53.7767,23.98,91,98,2.97,GF,1670048765
88,ampanihy,-24.7,44.75,29.91,44,99,2.37,MG,1670048766
89,kholodnyy,62.7167,147.95,-31.64,100,100,1.08,RU,1670048766
90,kiruna,67.8557,20.2251,-5.49,100,100,0.51,SE,1670048767
91,vada,51.97,5.6667,2.26,83,100,3.6,NL,1670048607
92,zhangjiakou,40.81,114.8794,-6.37,20,13,6.6,CN,1670048768
93,pevek,69.7008,170.3133,-20.5,85,9,6.38,RU,1670048768
94,bitung,1.4451,125.1824,30.47,74,68,4.3,ID,1670048769
95,avarua,-21.2078,-159.775,26.03,89,40,4.12,CK,1670048769
96,san carlos de bariloche,-41.1456,-71.3082,10.16,90,52,4.12,AR,1670048651
97,tapes,-30.6733,-51.3958,21.73,95,93,2.84,BR,1670048770
98,new norfolk,-42.7826,147.0587,28.28,15,39,1.34,AU,1670048770
99,kondinskoye,59.6481,67.41,-20.15,88,5,2.62,RU,1670048529
100,kourou,5.1552,-52.6478,23.03,91,100,1.97,GF,1670048771
101,georgetown,5.4112,100.3354,29.38,82,40,2.57,MY,1670048540
102,kilinochchi,9.3961,80.3982,27.56,75,97,4.07,LK,1670048772
103,longyearbyen,78.2186,15.6401,2.91,87,75,4.63,SJ,1670048621
104,bengkulu,-3.8004,102.2655,24.32,91,100,0.48,ID,1670048772
105,bambous virieux,-20.3428,57.7575,28.14,54,75,2.57,MU,1670048773
106,ca mau,9.1769,105.15,24.48,92,100,4.89,VN,1670048773
107,punta arenas,-53.15,-70.9167,5.06,65,75,2.06,CL,1670048660
108,paamiut,61.994,-49.6678,-0.01,78,100,11.08,GL,1670048774
109,davila,18.4726,120.5763,32.99,66,56,6.59,PH,1670048774
110,leningradskiy,69.3833,178.4167,-15.5,74,68,3.56,RU,1670048775
111,novosokolniki,56.3463,30.1578,-6.07,95,90,2.45,RU,1670048775
112,nicoya,10.1483,-85.452,21.87,90,9,0.98,CR,1670048738
113,cabedelo,-6.9811,-34.8339,24.37,78,11,6.58,BR,1670048776
114,maragogi,-9.0122,-35.2225,24.0,87,18,3.34,BR,1670048777
115,grand-santi,4.25,-54.3833,22.05,100,100,0.94,GF,1670048777
116,terrace bay,48.7834,-87.1,0.08,96,100,6.05,CA,1670048778
117,ilulissat,69.2167,-51.1,1.01,86,75,3.6,GL,1670048778
118,belaya gora,68.5333,146.4167,-26.75,80,100,5.75,RU,1670048779
119,airai,-8.9266,125.4092,23.63,49,53,1.11,TL,1670048779
120,trairi,-3.2778,-39.2689,26.09,70,52,5.57,BR,1670048524
121,shingu,33.7333,135.9833,13.89,59,100,1.39,JP,1670048780
122,khatanga,71.9667,102.5,-19.65,98,88,3.11,RU,1670048780
123,saint george,37.1041,-113.5841,8.02,52,0,0.89,US,1670048781
124,vardo,70.3705,31.1107,-3.01,86,25,9.26,NO,1670048781
125,metro,-5.1131,105.3067,29.85,61,83,5.32,ID,1670048782
126,saco,43.5009,-70.4428,6.16,83,0,3.6,US,1670048783
127,bud,39.447,-86.1758,11.14,93,100,9.39,US,1670048783
128,alta floresta,-9.8756,-56.0861,20.98,99,94,0.91,BR,1670048784
129,ostrovnoy,68.0531,39.5131,-7.45,95,68,3.79,RU,1670048784
130,palencia,42.4167,-4.5,-2.27,89,8,2.66,ES,1670048699
131,rock sound,24.9,-76.2,25.19,63,46,12.05,BS,1670048785
132,carutapera,-1.195,-46.02,25.76,79,100,3.93,BR,1670048785
133,dezhou,37.4486,116.2925,2.61,23,97,5.71,CN,1670048786
134,rockhampton,-23.3833,150.5,27.94,39,28,4.12,AU,1670048539
135,srandakan,-7.9386,110.2506,27.78,75,79,4.26,ID,1670048787
136,mount gambier,-37.8333,140.7667,26.3,31,12,3.22,AU,1670048787
137,sorong,-0.8833,131.25,28.26,74,100,2.24,ID,1670048787
138,portland,45.5234,-122.6762,6.1,76,100,5.14,US,1670048586
139,te anau,-45.4167,167.7167,16.06,66,88,2.1,NZ,1670048788
140,merauke,-8.4667,140.3333,29.18,67,82,4.05,ID,1670048788
141,mabaruma,8.2,-59.7833,22.0,98,86,0.85,GY,1670048789
142,morales,2.757,-76.6172,14.38,98,92,0.13,CO,1670048789
143,hermanus,-34.4187,19.2345,16.56,64,86,3.21,ZA,1670048790
144,huambo,-12.7761,15.7392,17.73,83,100,0.26,AO,1670048790
145,maneadero,31.7167,-116.5667,14.67,72,100,0.52,MX,1670048791
146,codrington,-38.2667,141.9667,22.24,54,11,4.03,AU,1670048791
147,jamestown,42.097,-79.2353,9.29,52,100,8.23,US,1670048792
148,kenora,49.8167,-94.4337,-18.46,84,100,5.14,CA,1670048792
149,astana,51.1801,71.446,-18.03,78,40,7.0,KZ,1670048792
150,la ronge,55.1001,-105.2842,-23.86,77,0,3.6,CA,1670048793
151,lompoc,34.6391,-120.4579,14.88,94,100,3.6,US,1670048793
152,matagami,49.7502,-77.6328,-0.94,93,100,6.69,CA,1670048794
153,buala,-8.145,159.5921,26.75,83,100,1.26,SB,1670048794
154,bima,-8.4667,118.7167,29.63,73,48,0.6,ID,1670048795
155,yellowknife,62.456,-114.3525,-36.71,67,20,3.6,CA,1670048609
156,iqaluit,63.7506,-68.5145,-14.15,84,75,1.03,CA,1670048795
157,norman wells,65.282,-126.8329,-10.98,92,100,0.0,CA,1670048796
158,chapais,49.7834,-74.8492,-2.12,95,100,6.51,CA,1670048720
159,geelong,-38.1471,144.3607,29.48,57,8,6.69,AU,1670048797
160,bethel,41.3712,-73.414,6.47,75,100,2.57,US,1670048611
161,carnarvon,-24.8667,113.6333,24.4,63,2,6.99,AU,1670048797
162,zhezkazgan,47.8043,67.7144,-17.01,85,100,6.0,KZ,1670048798
163,coihaique,-45.5752,-72.0662,11.97,62,100,3.6,CL,1670048743
164,san cristobal,7.7669,-72.225,17.12,97,94,1.49,VE,1670048799
165,turukhansk,65.8167,87.9833,-16.18,96,100,4.28,RU,1670048799
166,torbay,47.6666,-52.7314,-0.9,73,20,4.63,CA,1670048799
167,port blair,11.6667,92.75,31.02,70,75,4.12,IN,1670048800
168,katangli,51.7102,143.2326,-17.61,91,85,1.5,RU,1670048800
169,marataizes,-21.0433,-40.8244,22.22,93,100,4.97,BR,1670048801
170,katsuura,35.1333,140.3,12.5,75,98,1.34,JP,1670048801
171,madisonville,37.3281,-87.4989,16.04,81,98,4.47,US,1670048530
172,toppenish,46.3774,-120.3087,-5.92,89,78,0.95,US,1670048802
173,matucana,-11.85,-76.4,13.39,62,19,0.92,PE,1670048802
174,qaqortoq,60.7167,-46.0333,0.33,98,100,2.82,GL,1670048803
175,poum,-20.2333,164.0167,26.73,83,100,2.28,NC,1670048803
176,shelburne,44.0787,-80.2041,5.89,80,100,9.95,CA,1670048514
177,batagay-alyta,67.8006,130.4114,-24.47,85,100,1.95,RU,1670048804
178,esperance,-33.8667,121.9,20.22,65,9,5.95,AU,1670048804
179,ribeira grande,38.5167,-28.7,13.21,74,92,5.81,PT,1670048805
180,yulara,-25.2406,130.9889,37.01,10,4,2.49,AU,1670048805
181,sitka,57.0531,-135.33,-3.06,54,20,2.57,US,1670048806
182,la asuncion,11.0333,-63.8628,18.85,100,37,3.6,VE,1670048806
183,coquimbo,-29.9533,-71.3436,14.85,88,100,1.54,CL,1670048596
184,roald,62.5833,6.1333,3.75,69,40,6.17,NO,1670048807
185,alenquer,-1.9417,-54.7383,23.64,91,99,1.49,BR,1670048808
186,santa luzia,-19.7697,-43.8514,21.19,78,20,3.09,BR,1670048808
187,los llanos de aridane,28.6585,-17.9182,16.74,88,40,3.09,ES,1670048809
188,puksoozero,62.5903,40.6066,-9.26,89,100,2.38,RU,1670048809
189,verin,41.9415,-7.4381,3.09,79,0,0.48,ES,1670048810
190,namibe,-15.1961,12.1522,21.47,82,100,1.86,AO,1670048810
191,tiksi,71.6872,128.8694,-22.14,96,100,12.11,RU,1670048810
192,itapirapua,-15.8233,-50.6133,22.99,82,85,1.41,BR,1670048811
193,tuktoyaktuk,69.4541,-133.0374,-4.0,93,100,13.38,CA,1670048692
194,inhambane,-23.865,35.3833,28.99,70,20,4.18,MZ,1670048812
195,chuy,-33.6971,-53.4616,17.7,87,100,2.13,UY,1670048812
196,lunenburg,44.3835,-64.3155,1.03,80,26,1.54,CA,1670048812
197,kerema,-7.9631,145.7785,27.71,77,88,1.49,PG,1670048813
198,christchurch,-43.5333,172.6333,16.64,58,75,5.66,NZ,1670048706
199,dire,12.2833,-10.9667,22.27,41,99,0.25,ML,1670048813
200,fairbanks,64.8378,-147.7164,-7.44,89,100,2.57,US,1670048142
201,chokurdakh,70.6333,147.9167,-20.48,93,100,8.54,RU,1670048814
202,khorramshahr,30.4397,48.1664,17.98,63,75,4.12,IR,1670048815
203,imeni babushkina,59.7573,43.1285,-10.76,91,100,2.33,RU,1670048815
204,sao felix do xingu,-6.6447,-51.995,21.56,94,95,0.37,BR,1670048670
205,bullhead city,35.1478,-114.5683,15.6,51,20,1.34,US,1670048572
206,urubicha,-15.3833,-62.95,21.28,73,100,0.27,BO,1670048530
207,champerico,14.3,-91.9167,25.52,77,40,1.7,GT,1670048816
208,terrace,54.5163,-128.6035,-11.05,61,0,9.77,CA,1670048817
209,labuhan,-6.8844,112.2051,29.26,66,96,3.1,ID,1670048818
210,barra patuca,15.8,-84.2833,25.08,84,90,3.96,HN,1670048818
211,thompson,55.7435,-97.8558,-27.91,76,20,2.57,CA,1670048798
212,richmond hill,43.8711,-79.4372,7.6,81,100,6.62,CA,1670048819
213,puerto el triunfo,13.2833,-88.55,24.35,71,3,2.35,SV,1670048819
214,mantua,45.1667,10.7833,7.25,91,100,4.02,IT,1670048820
215,adiake,5.2863,-3.304,24.33,88,85,1.64,CI,1670048820
216,mao,39.8885,4.2658,11.31,93,75,1.54,ES,1670048820
217,canico,32.6333,-16.85,16.35,69,40,5.14,PT,1670048821
218,hithadhoo,-0.6,73.0833,27.94,72,88,6.19,MV,1670048822
219,salinas,36.6777,-121.6555,10.84,82,0,6.69,US,1670048732
220,arman,59.7,150.1667,-11.18,88,100,1.3,RU,1670048824
221,faanui,-16.4833,-151.75,27.19,76,68,8.59,PF,1670048825
222,uaua,-9.8414,-39.4817,19.84,90,93,4.91,BR,1670048826
223,illapel,-31.6308,-71.1653,18.1,69,0,0.38,CL,1670048826
224,touros,-5.1989,-35.4608,25.44,79,23,6.25,BR,1670048538
225,dakar,14.6937,-17.4441,23.07,68,0,2.06,SN,1670048823
226,sainte-marie,-20.8968,55.5496,29.09,70,75,2.57,RE,1670048828
